Time(s),PacketUID,Delay(ms)
3.10512,26552,5.11934
3.10546,26561,5.46248
3.15577,26557,55.774
3.16503,26528,65.0296
3.20272,26539,102.721
3.20485,27358,4.85015
3.21647,27325,16.4666
3.21881,27354,18.8074
3.22401,27349,24.0117
3.25528,27336,55.2786
3.26755,26556,167.554
3.27274,27353,72.7379
3.32003,27921,20.0333
3.33692,27912,36.9191
3.34879,27888,48.7918
3.36095,27917,60.9471
3.40485,29511,4.85015
3.40703,29502,7.03353
3.45522,27899,155.223
3.46739,27916,167.386
3.48143,29478,81.4334
3.48476,29489,84.7615
3.49391,29506,93.9081
3.50485,30357,4.85015
3.52624,30335,26.2424
3.53734,26532,437.343
3.54791,27329,347.911
3.55891,27892,258.905
3.58629,29482,186.289
3.58952,26541,489.516
3.60027,27338,400.269
3.60263,30328,102.629
3.60571,31071,5.7133
3.61009,31093,10.0946
3.62181,27901,321.806
3.63535,29491,235.346
3.64638,30337,146.376
3.65176,30324,151.761
3.65729,31073,57.2856
3.67438,29507,274.376
3.68016,30353,180.16
3.68544,31089,85.4442
3.69059,31060,90.5875
3.69941,31064,99.4063
3.71028,31896,10.2822
3.72143,31901,21.4307
3.72858,31905,28.5812
3.73413,31883,34.1333
3.73444,31876,34.4394
3.73601,31872,36.0057
3.74285,31885,42.8519
3.76917,26562,669.172
3.78561,27359,585.612
3.7961,27922,496.101
3.81188,29512,411.879
3.82392,32960,23.917
3.82681,32971,26.8067
3.82848,30358,328.478
3.84119,32993,41.1933
3.84748,32989,47.4754
3.86999,32964,69.9894
3.88793,32973,87.9318
3.91614,33720,16.139
3.93743,33716,37.4336
3.96084,33698,60.8424
3.96649,26544,866.487
3.97345,33687,73.4488
3.97495,31906,274.947
4.00718,34647,7.18019
4.01204,32994,212.044
4.02727,34625,27.269
4.0279,27341,827.903
4.03392,33721,133.916
4.03772,34643,37.7172
4.04345,34614,43.4478
4.07677,30332,576.766
4.1161,35390,16.1026
4.1226,32968,322.597
4.12782,35379,27.8214
4.13309,27333,933.092
4.13834,35412,38.336
4.14918,31880,449.176
4.16698,27896,866.981
4.17968,33691,279.68
4.19631,27904,896.31
4.20801,29494,808.013
4.20813,34618,208.133
4.21499,36422,14.9907
4.24291,36389,42.9069
4.24747,30340,747.473
4.26866,31076,668.657
4.28709,33700,387.094
4.29538,31888,595.378
4.3088,37183,8.80383
4.32201,36400,122.01
4.32647,37150,26.4697
4.34389,32976,543.894
4.41219,38102,12.1895
4.41822,33703,518.224
4.42558,38069,25.5763
4.47074,37161,170.741
4.4761,36418,276.105
4.51838,38805,18.3807
4.53972,38772,39.7203
4.60174,38080,201.743
4.6212,39913,21.2048
4.64101,39946,41.0103
4.72635,38783,226.352
4.72643,40879,26.432
4.73279,40912,32.7867
4.76239,39924,162.39
4.77437,35383,674.373
4.81181,34648,811.812
4.81481,41877,14.8104
4.82368,37179,523.681
4.83003,36393,630.029
4.89219,38098,492.195
4.93096,38801,430.961
4.9459,42766,45.8968
4.95166,40890,251.658
4.98735,41855,187.355
5.03365,42744,133.649
5.0888,43811,88.8031
5.10096,43789,100.959
5.13219,44889,32.1872
5.14192,40883,441.922
5.17166,44867,71.6565
5.20715,45867,7.15071
5.2126,34630,1212.6
5.23894,45858,38.9368
5.24815,45845,48.1499
5.27011,38085,870.113
5.27733,38788,777.333
5.31624,47195,16.2414
5.3238,47186,23.8004
5.33437,47173,34.3689
5.35959,36423,1159.59
5.36519,37184,1065.19
5.37096,38103,970.959
5.37658,38806,876.583
5.38183,39947,781.827
5.38739,40913,687.391
5.39278,41878,592.775
5.39583,42733,495.831
5.41819,47870,18.187
5.43083,43778,430.833
5.43614,47892,36.1433
5.44316,42767,543.159
5.46198,40892,761.981
5.46587,44856,365.868
5.483,47883,82.9975
5.51687,49064,16.8672
5.54013,41857,740.13
5.57186,49055,71.8601
5.58683,43812,586.833
5.59228,44890,492.277
5.62453,50087,24.534
5.62591,45868,425.907
5.64877,50078,48.7698
5.65911,47196,359.113
5.66482,47893,264.817
5.67014,49065,170.141
5.67545,50088,75.4452
5.70981,51166,9.81498
5.71273,51175,12.7293
5.78296,47859,382.961
5.7981,51176,98.1029
5.80703,49031,307.026
