Time(s),PacketUID,Delay(ms)
3.10485,138179,4.85012
3.1076,138196,7.5983
3.13284,138158,32.8371
3.18413,138135,84.134
3.21266,141803,12.6578
3.22314,141824,23.1369
3.23126,141841,31.2593
3.232,138190,132.001
3.23861,138127,138.612
3.24637,141772,46.3683
3.25738,141780,57.3774
3.30485,145008,4.85012
3.30485,145025,4.85014
3.39724,144956,97.2361
3.41276,149831,12.7613
3.41425,149848,14.2509
3.42375,141827,223.752
3.43813,145011,138.131
3.45552,141835,255.519
3.4648,138139,364.798
3.49278,144964,192.784
3.49338,145019,193.376
3.51014,153207,10.1362
3.51318,153190,13.1757
3.53255,144961,232.553
3.54839,149787,148.395
3.54932,141784,349.316
3.5545,144968,254.5
3.56523,149791,165.229
3.5919,149784,191.902
3.60485,156591,4.85012
3.60531,156608,5.3137
3.6139,153150,113.903
3.6234,144987,323.4
3.63322,138132,533.223
3.66307,141777,463.066
3.67175,149842,271.746
3.68239,149779,282.391
3.68642,149810,286.416
3.69835,153169,198.353
3.70905,153138,209.046
3.71025,159947,10.2544
3.72025,159930,20.2533
3.81073,163351,10.7283
3.88425,156539,284.248
3.88757,163368,87.5703
3.9065,166149,6.50037
3.97174,166166,71.7435
3.9771,153143,477.104
4.01034,168940,10.3407
4.01814,168957,18.139
4.09124,156602,491.245
4.10994,172029,9.94212
4.11556,172046,15.5583
4.13533,159941,435.325
4.20485,175132,4.85012
4.21566,175149,15.6583
4.23058,163362,430.582
4.239,138153,1139
4.27578,166160,375.781
4.32332,177397,23.321
4.35658,177414,56.5836
4.39704,168951,397.041
4.4105,180104,10.5021
4.50681,182856,6.81021
4.61347,186086,13.471
4.63611,177361,336.11
4.70383,159894,1003.83
4.71287,188835,12.8728
4.8159,191796,15.9008
4.90933,194772,9.32881
4.91307,182835,413.067
5.02685,198089,26.8522
5.1059,201848,5.90341
5.20043,188846,500.427
5.21516,205241,15.1568
5.26731,191744,467.315
5.30485,208544,4.85012
5.35647,194720,456.474
5.40795,212143,7.94784
5.45635,171979,1356.35
5.49098,198045,490.984
5.50485,215936,4.85012
5.57476,201804,474.759
5.62912,166152,1729.12
5.66459,191752,864.595
5.67595,194728,775.946
5.68395,219185,83.9472
5.72686,168943,1726.86
5.84026,172032,1740.26
5.84354,222510,143.542
5.84735,175135,1647.35
5.85755,177400,1557.55
5.87427,212154,474.269
5.89777,225533,97.7746
5.98836,228622,88.3649
6.01537,231639,15.3666
6.03467,219202,434.667
6.06482,222527,364.822
6.09561,219196,495.613
6.10919,234759,9.18577
6.18695,222521,486.95
6.20313,228639,303.131
