Time(s),PacketUID,Delay(ms)
4.06123,97964,961.23
4.07852,101328,878.519
4.09695,97965,996.953
4.10686,101329,906.859
4.11234,104871,812.343
4.11757,107974,717.567
4.12283,110491,622.831
4.12994,113159,529.937
4.13568,116509,435.681
4.14103,118807,341.025
4.30043,104870,1000.43
4.31916,107973,919.161
4.36652,120609,466.523
4.38461,122507,384.606
4.393,125385,293
4.42623,110490,926.229
4.43199,113158,831.994
4.43808,116508,738.078
4.47075,118806,670.751
4.47676,120608,576.762
4.89407,125384,794.066
4.93091,128171,730.912
4.95982,130967,659.819
5.35325,133103,953.247
5.36492,134976,864.923
5.37047,137132,770.468
5.41002,140738,710.022
5.54048,143270,740.475
5.59488,144816,694.882
5.6048,146231,604.802
5.63677,148566,536.765
5.65138,149807,451.38
5.75567,152407,455.67
5.76962,155030,369.623
5.7799,157676,279.904
5.81517,160195,215.166
6.09619,163139,396.188
6.14116,165526,341.155
6.15351,168387,253.514
6.1784,171208,178.402
6.46425,174086,364.247
6.56568,176766,365.684
6.57113,180079,271.128
6.68425,183000,284.251
6.6959,185754,195.898
6.75007,187889,150.066
6.97037,191038,270.366
7.00584,193950,205.838
7.05348,197426,153.479
7.71166,208923,411.664
7.75911,211682,359.113
7.91097,216749,310.973
8.14262,219771,442.618
8.1562,222031,356.198
8.45013,237487,50.1318
