Time(s),PacketUID,Delay(ms)
3.1055,188873,5.50266
3.20579,194667,5.79044
3.31593,200781,15.9329
3.41458,206750,14.5778
3.52539,213017,25.3885
3.6065,219005,6.50186
3.70578,225124,5.77845
3.80758,230577,7.57845
3.96336,235884,63.3602
4.08182,241396,81.8215
4.13045,247157,30.4545
4.20615,253004,6.15188
4.38267,258950,82.6709
4.41179,263912,11.7901
4.42253,188872,1322.53
4.446,194666,1246
4.47282,200780,1172.82
4.48468,206749,1084.68
4.50666,268375,6.66238
4.60485,273289,4.85012
4.69444,213016,1194.44
4.69969,219004,1099.69
4.71893,278589,18.9346
4.71927,225123,1019.27
4.72713,230576,927.128
4.73343,235883,833.43
4.82687,284379,26.8666
4.97146,241395,971.462
4.9787,290159,78.7002
5.00546,295812,5.46364
5.10485,301249,4.85012
5.20485,305779,4.85012
5.2053,247156,1105.3
5.22068,258949,920.68
5.29379,263911,893.793
5.30485,309851,4.85012
5.31165,268374,811.653
5.40827,314882,8.26515
5.51441,319981,14.4097
5.64973,324567,49.7322
5.70849,329033,8.4854
5.80941,332410,9.41408
5.90485,335400,4.85012
6.11396,340601,113.964
6.14004,345845,40.0392
6.21852,351954,18.5204
6.30485,357420,4.85012
6.46353,363395,63.5316
6.50544,368885,5.44195
6.63067,374980,30.6707
6.70668,380566,6.68429
6.90743,386772,107.425
6.9409,392801,40.9042
7.1311,399292,131.097
7.16898,405377,68.9764
7.2116,411842,11.5967
7.30649,417667,6.49405
7.40485,423615,4.85012
7.52506,429006,25.0556
7.63999,434974,39.9948
7.71246,440897,12.4559
7.92115,447157,121.15
7.95417,452522,54.1717
8.01507,457712,15.0664
8.10875,463186,8.74652
8.20992,468794,9.91574
8.3203,474577,20.2965
8.4117,480266,11.6968
8.53269,485931,32.6922
8.64099,492088,40.9901
8.71093,497916,10.9312
8.81864,503580,18.6355
8.90616,508455,6.16341
9.0191,513919,19.1022
9.10485,519172,4.85012
9.22364,525171,23.6436
9.30961,531027,9.61217
9.42238,536748,22.3827
9.50671,542720,6.70565
9.61033,548578,10.3336
9.71962,554155,19.6211
9.84458,559817,44.5786
9.90714,565611,7.14253
10.0087,571573,8.67181
10.1057,577222,5.68398
10.2224,583309,22.3508
10.3265,589392,26.4511
10.4049,595269,4.85012
10.5087,600865,8.6717
10.6049,606448,4.85012
10.7783,611842,78.3277
10.8076,618169,7.57303
10.9282,624197,28.2371
11.01,630511,10.0221
11.1513,635769,51.3215
11.2049,642032,4.85012
11.3953,647611,95.2871
11.4052,654109,5.21992
11.5075,659531,7.53743
11.6144,665523,14.4338
11.7553,671649,55.2539
11.8068,677829,6.81745
11.9282,683424,28.2225
12.0079,689534,7.93061
12.185,695550,84.9858
12.2049,701512,4.85012
12.3261,707578,26.1368
12.4059,713472,5.89061
