Time(s),PacketUID,Delay(ms)
3.10485,88810,4.85011
3.10684,88819,6.83968
3.12338,88830,23.3782
3.17057,88849,70.5749
3.20485,91831,4.85004
3.2078,91811,7.8009
3.21257,91820,12.5684
3.21367,88800,113.665
3.22308,91850,23.0835
3.24133,91801,41.3303
3.28986,88817,189.864
3.29523,91848,95.2281
3.30557,93997,5.57025
3.30649,93987,6.49126
3.31277,94017,12.7737
3.32624,94006,26.2442
3.40575,97927,5.74591
3.42237,97908,22.3716
3.46252,97938,62.5204
3.46494,94036,164.942
3.49881,97957,98.8125
3.51074,100546,10.7412
3.51605,100516,16.0454
3.52067,100527,20.6701
3.55971,100497,59.7148
3.61892,102545,18.9182
3.62556,102515,25.5606
3.63119,102564,31.1862
3.64005,102534,40.0505
3.71104,104657,11.0422
3.71643,104687,16.4263
3.73075,104668,30.75
3.74463,91815,544.63
3.75365,94001,453.654
3.76049,97922,360.487
3.76816,104638,68.157
3.79347,94027,493.473
3.81212,107174,12.1207
3.84443,107155,44.4331
3.85225,100511,352.246
3.85796,107144,57.9584
3.88148,88844,781.484
3.88188,97948,481.882
3.88197,88802,781.966
3.89069,107125,90.6945
3.89243,91845,692.432
3.90286,94031,602.86
3.9112,109865,11.2037
3.92414,109846,24.1407
3.92651,97952,526.511
3.93582,100537,435.815
3.93886,109835,38.8638
3.95014,102555,350.145
3.9514,100541,451.396
3.95913,102559,359.128
4.00617,112162,6.16642
4.00994,112181,9.94033
4.02561,112151,25.6129
4.02771,109816,127.709
4.0342,112132,34.197
4.10644,115004,6.44465
4.12222,115015,22.2208
4.12949,114985,29.4938
4.14179,115034,41.7871
4.21609,117494,16.0909
4.21641,117505,16.4093
4.22177,117475,21.7733
4.22792,117524,27.9154
4.23056,104678,530.564
4.24924,107165,449.236
4.2798,97940,879.795
4.29074,100529,790.741
4.29159,109859,391.587
4.30688,120236,6.8827
4.31336,120206,13.3611
4.32842,109856,428.42
4.33316,120255,33.1617
4.34743,102547,747.43
4.38143,104670,681.435
4.39091,107127,590.913
4.39649,107157,596.492
4.41587,122846,15.8659
4.41793,109848,517.934
4.45263,122797,52.6264
4.4581,120225,158.1
4.46354,122827,63.5414
4.47026,109818,570.26
4.50303,112164,503.035
4.52061,124712,20.6086
4.52777,124663,27.7669
4.53371,124693,33.711
4.53615,122816,136.147
4.55042,124682,50.4181
4.61188,126853,11.8801
4.61495,120246,314.952
4.62051,126804,20.5148
4.6266,126834,26.5982
4.62795,126823,27.9511
4.71165,129974,11.653
4.73943,129925,39.4252
4.74401,129944,44.0121
4.75003,112172,750.032
4.78814,129955,88.1399
4.813,132467,12.9986
4.81717,132486,17.1714
4.81802,122837,418.023
4.82248,132516,22.4756
4.85225,122799,452.253
4.85571,132497,55.7135
4.87398,122807,473.983
4.88653,124673,386.534
4.90819,134246,8.19324
4.91346,134276,13.4573
4.92925,134265,29.2492
4.93569,134295,35.6877
4.94099,126814,340.987
4.96398,124665,463.985
4.98249,126806,382.488
4.98508,124703,485.076
5.00251,117507,802.514
5.01448,136472,14.4819
5.02059,136423,20.5879
5.02785,136442,27.8548
5.04094,136453,40.942
5.079,132477,279.004
5.08667,134256,186.675
5.09654,129935,396.543
5.11072,136433,110.716
