Time(s),PacketUID,Delay(ms)
3.76691,155859,66.906
3.837,159385,37.0045
3.95083,162627,50.829
4.00607,165430,6.07224
4.23078,169320,130.785
4.27476,173169,74.7633
4.62258,180648,222.578
4.66528,183437,165.282
5.18767,206938,87.668
5.20485,209628,4.85019
5.3226,212017,22.5965
5.40485,215569,4.85019
5.66669,219677,166.69
5.70723,187801,1107.23
5.73872,191311,1038.72
6.01523,195451,1215.23
6.02065,198789,1120.65
6.07759,223796,477.594
6.10756,228169,407.558
6.19257,231966,392.566
6.2223,235805,322.304
6.32644,240119,326.437
6.41589,251862,115.89
6.45015,255763,50.1496
6.51305,244103,413.047
6.54933,247939,349.332
6.68202,259462,182.022
7.06219,262827,462.191
7.07881,266752,378.813
7.28421,283267,184.208
7.33179,274867,431.792
7.33696,286856,136.957
7.37851,290673,78.5058
7.41247,294867,12.4744
7.50485,299059,4.85019
7.63773,302689,37.7329
7.72004,306612,20.0419
7.84306,310711,43.0619
7.91099,314513,10.9891
8.01285,317423,12.8518
8.3163,324084,116.302
8.35234,328185,52.3394
8.4371,331815,37.1027
8.51874,335139,18.7404
8.60603,338661,6.03444
8.80885,342559,108.849
9.216,350414,315.999
9.27708,354114,277.076
9.33622,366353,36.2161
9.41442,370469,14.4208
9.55583,358045,455.832
9.74835,362140,548.355
9.81908,374304,319.082
9.98306,377945,383.057
10.0083,381923,308.344
10.1151,389777,215.13
10.1744,394044,174.369
10.1885,398197,88.4831
10.2067,385859,406.701
10.2134,402087,13.4011
11.1076,439764,7.64262
11.2049,443820,4.85019
11.3157,447556,15.6949
11.4236,431293,523.598
11.4364,435529,436.404
11.4488,451454,48.7759
11.5663,455598,66.2874
11.6296,459971,29.6496
11.7253,463951,25.2604
11.806,468473,6.04694
11.9313,472520,31.2552
12.1617,476679,161.7
12.3832,480694,283.191
12.4107,484505,210.699
12.441,488380,140.99
12.78,492606,379.97
