Time(s),PacketUID,Delay(ms)
3.20086,72660,100.861
3.26011,74934,60.1101
3.30908,77393,9.0783
3.41256,79484,12.5648
3.52001,81993,20.0149
3.60485,83988,4.85019
3.73752,86308,37.5236
3.86103,88124,61.0306
3.98208,90712,82.085
4.03104,92680,31.0423
4.38923,95114,289.234
4.43737,97485,237.375
4.68603,99945,386.031
4.7601,102068,360.098
4.78551,104597,285.514
4.8272,106845,227.205
4.84313,109334,143.131
5.12417,111362,324.172
5.15516,113910,255.163
5.19153,115945,191.53
5.21852,118622,118.516
5.34798,120527,147.976
5.3844,123065,84.4017
5.40577,124851,5.77093
5.55431,127161,54.3134
5.75416,129378,154.16
5.77233,131783,72.3262
5.92427,133863,124.274
5.95098,136129,50.9806
6.00882,138148,8.82479
6.22675,140720,126.753
6.24148,142797,41.4808
6.31017,145225,10.1687
6.40485,147445,4.85019
6.72758,149984,227.579
6.75279,152078,152.788
6.7973,154621,97.2956
6.85375,156777,53.7523
7.01077,159185,110.771
7.03552,161339,35.5158
7.11098,163793,10.9769
7.20722,165974,7.22023
7.34289,168415,42.8893
7.45116,170307,51.1569
7.5295,172747,29.5029
7.61572,174903,15.7235
7.8063,177349,106.297
7.83972,179482,39.7153
7.91892,181887,18.9175
8.03475,184056,34.7525
8.10962,186692,9.61854
8.20571,189064,5.70637
8.54666,191708,246.658
8.59717,193901,197.173
8.93746,196458,437.463
8.95716,198557,357.165
8.97749,201179,277.495
9.04524,203361,245.239
9.07369,205866,173.695
9.16421,207766,164.208
9.37216,210236,272.156
9.40607,212243,206.069
9.44259,214853,142.589
9.69434,216800,294.343
9.96212,219273,462.121
10.0011,221555,401.118
10.0344,224128,334.355
10.1924,226402,392.394
10.3471,228874,447.131
10.4026,230850,402.574
10.6795,235069,479.502
10.7474,237545,447.402
10.7665,239707,366.458
10.8024,242353,302.404
10.8528,244551,252.774
11.1238,249213,323.791
11.1405,251632,240.473
11.1836,253541,183.621
11.2075,247118,507.517
11.2153,256144,115.314
11.3558,258152,155.84
11.3904,260579,90.4391
11.4221,262619,22.0921
11.52,265080,19.9983
11.6218,267298,21.7883
11.7117,269575,11.7211
11.83,271843,30.0468
11.91,274196,9.98219
12.0074,276560,7.41714
12.2139,279160,113.906
12.7525,283931,452.532
12.7927,286224,392.728
