Time(s),PacketUID,Delay(ms)
3.13808,26528,38.0824
3.20485,26979,4.85015
3.32215,28219,22.155
3.40485,28875,4.85015
3.51034,29618,10.3422
3.609,30491,8.99785
3.70485,31369,4.85015
3.78329,26530,683.294
3.80214,26981,602.138
3.8077,31962,7.70262
3.82418,28221,524.175
3.84024,28877,440.235
3.85622,29620,356.216
3.8731,30493,273.096
3.90768,31371,207.676
3.91853,32246,18.5328
3.929,31964,129.001
3.93979,32248,39.7894
4.01564,33332,15.6384
4.0161,33330,16.0994
4.10485,34062,4.85015
4.11564,34064,15.6384
4.22523,35020,25.232
4.2725,35022,72.5002
4.30485,35638,4.85015
4.31566,35640,15.6584
4.4157,36525,15.6995
4.42172,36523,21.7193
4.50485,37109,4.85015
4.51548,37111,15.4784
4.61602,38122,16.017
4.6495,38120,49.5012
4.70485,38786,4.85015
4.7156,38788,15.5988
4.8054,39822,5.40389
4.83109,39824,31.0942
4.90485,40343,4.85015
4.91576,40345,15.7584
5.01518,41366,15.1784
5.05583,41364,55.8306
5.10485,41952,4.85015
5.11544,41954,15.4384
5.20485,42705,4.85015
5.26994,42707,69.9359
5.30485,43546,4.85015
5.31528,43548,15.2784
5.44221,44368,42.2059
5.4702,44370,70.2039
5.50485,45349,4.85015
5.51564,45351,15.6384
5.60485,46115,4.85015
5.63474,46117,34.7388
5.70485,46962,4.85015
5.71568,46964,15.6784
5.81576,47824,15.7584
5.81628,47822,16.2785
5.90485,48544,4.85015
5.91558,48546,15.5784
6.02058,49352,20.5829
6.03453,49350,34.5337
6.10485,50176,4.85015
6.11566,50178,15.6584
6.20485,50947,4.85015
6.23058,50949,30.5775
6.30485,51643,4.85015
6.31566,51645,15.6584
6.41518,52470,15.1784
6.42113,52468,21.1305
6.50485,53131,4.85015
6.51576,53133,15.7584
6.61995,53909,19.9526
6.63671,53907,36.7144
6.70485,54739,4.85015
6.71548,54741,15.4784
6.81518,55528,15.1784
6.8202,55526,20.2048
6.90485,56434,4.85015
6.91532,56436,15.3184
7.02076,57155,20.7629
7.02995,57153,29.9472
7.10485,57821,4.85015
7.11556,57823,15.5584
7.21518,58647,15.1784
7.25746,58645,57.4596
7.30485,59474,4.85015
7.31532,59476,15.3184
7.41636,60270,16.3579
7.42259,60268,22.5921
7.50485,60972,4.85015
7.51568,60974,15.6784
7.6152,61792,15.1984
7.61757,61790,17.5735
7.70485,62570,4.85015
7.71552,62572,15.5184
7.82015,63366,20.1549
7.83566,63364,35.6592
7.90485,64011,4.85015
7.9155,64013,15.4984
8.00485,64858,4.85015
8.05838,64860,58.3842
8.10485,65791,4.85015
8.11562,65793,15.6184
8.2157,66563,15.6984
8.21656,66561,16.556
8.30485,67309,4.85015
8.3157,67311,15.6984
8.43029,68181,30.293
8.45954,68179,59.5352
8.50485,69143,4.85015
8.51546,69145,15.4584
8.60884,69968,8.83961
8.63014,69970,30.1406
8.70485,70549,4.85015
8.71562,70551,15.6184
8.81682,71441,16.8181
8.86076,71443,60.7612
8.90485,72205,4.85015
8.91526,72207,15.2584
9.02088,73029,20.8795
9.08654,73031,86.5443
9.10485,73991,4.85015
9.11572,73993,15.7184
9.20485,74855,4.85015
9.2218,74857,21.799
9.30485,75623,4.85015
9.3154,75625,15.3984
9.40485,76414,4.85015
9.42044,76416,20.4428
9.50485,77278,4.85015
9.51558,77280,15.5784
9.61636,78085,16.3616
9.61664,78087,16.6355
9.70485,78867,4.85015
9.71568,78869,15.6784
9.82766,79707,27.6629
9.83037,79705,30.3729
9.90485,80429,4.85015
9.91572,80431,15.7184
10.0242,81273,24.2262
10.0489,81275,48.8801
10.1049,82085,4.85015
10.1157,82087,15.6584
10.2108,82844,10.8467
10.2255,82846,25.4797
10.3049,83580,4.85015
10.3152,83582,15.2384
10.426,84340,25.9704
10.4301,84338,30.0908
10.5049,85054,4.85015
10.5153,85056,15.3184
10.6105,85867,10.5145
10.6209,85869,20.8629
10.7049,86452,4.85015
10.7156,86454,15.6184
10.8155,87324,15.5384
10.8218,87322,21.7705
10.9049,88023,4.85015
10.9155,88025,15.5384
11.0105,88811,10.5163
11.044,88813,44.0198
11.1049,89622,4.85015
11.1152,89624,15.1984
11.2205,90457,20.4855
11.2443,90455,44.3275
11.3049,91337,4.85015
11.3154,91339,15.3584
11.4062,92167,6.15332
11.4222,92169,22.186
11.5049,92978,4.85015
11.5156,92980,15.6384
11.616,93790,16.0266
11.6178,93788,17.7899
11.7049,94489,4.85015
11.7157,94491,15.7384
11.8152,95317,15.1784
11.8392,95315,39.2403
11.9049,96248,4.85015
11.9158,96250,15.7984
12.0114,97022,11.3724
12.0485,97024,48.5089
12.1049,97957,4.85015
12.1155,97959,15.4784
12.2101,98855,10.0822
12.2716,98857,71.608
12.3152,99743,15.1784
12.3222,99741,22.2425
12.4152,100486,15.1784
12.4337,100484,33.6783
