Time(s),PacketUID,Delay(ms)
3.10485,11382,4.85014
3.11108,11380,11.0822
3.20485,11427,4.85014
3.21112,11425,11.1222
3.30553,12172,5.533
3.31333,12170,13.3337
3.40485,12259,4.85014
3.4104,12257,10.4022
3.50485,12916,4.85014
3.51066,12914,10.6622
3.60485,13049,4.85014
3.61006,13047,10.0622
3.70485,13710,4.85014
3.71012,13708,10.1222
3.80485,13785,4.85014
3.8108,13783,10.8022
3.90485,14093,4.85014
3.91104,14091,11.0422
4.00485,14481,4.85014
4.01024,14479,10.2422
4.10485,14776,4.85014
4.1104,14774,10.4022
4.20485,15187,4.85014
4.21092,15185,10.9222
4.30485,15504,4.85014
4.31104,15502,11.0422
4.40485,15930,4.85014
4.41092,15928,10.9222
4.50485,16280,4.85014
4.51044,16278,10.4422
4.60485,16754,4.8502
4.61319,16756,13.1873
4.70485,17077,4.85014
4.71086,17075,10.8622
4.80485,17514,4.8502
4.81928,17516,19.2837
4.90485,17857,4.85014
4.91004,17855,10.0422
5.01571,18308,15.7123
5.02937,18306,29.3686
5.10485,18676,4.85014
5.11008,18674,10.0822
5.20485,19042,4.85014
5.2104,19040,10.4022
5.30485,19401,4.85014
5.3103,19399,10.3022
5.40485,19807,4.85014
5.41802,19805,18.02
5.50485,20189,4.85014
5.51042,20187,10.4222
5.60485,20635,4.85014
5.6102,20633,10.2022
5.70485,20957,4.85014
5.71022,20955,10.2222
5.80544,21381,5.43925
5.81682,21379,16.8163
5.90485,21755,4.85014
5.91038,21753,10.3822
6.00485,22197,4.85014
6.01092,22195,10.9222
6.10485,22546,4.85014
6.11058,22544,10.5822
6.20904,22907,9.03871
6.23172,22909,31.7166
6.30485,23387,4.85014
6.311,23385,11.0022
6.40485,23759,4.85014
6.41637,23757,16.3742
6.50485,24100,4.85014
6.51733,24098,17.3342
6.606,24554,5.99636
6.61781,24552,17.809
6.70485,24917,4.85014
6.71106,24915,11.0622
6.80984,25337,9.84035
6.82332,25335,23.3166
6.90485,25714,4.85014
6.9102,25712,10.2022
7.00485,26146,4.85014
7.01659,26144,16.5942
7.10485,26511,4.85014
7.11108,26509,11.0822
7.20485,26813,4.85014
7.21112,26811,11.1222
7.30485,27153,4.85014
7.31024,27151,10.2422
7.40508,27534,5.0812
7.41031,27532,10.3055
7.50485,27985,4.85014
7.51002,27983,10.0222
7.60485,28335,4.85014
7.61082,28333,10.8222
7.70485,28695,4.85014
7.71088,28693,10.8822
7.80485,29113,4.85014
7.81006,29111,10.0622
7.88799,11381,4787.99
7.90413,11426,4704.13
7.90969,29631,9.69116
7.94266,29629,42.6559
7.9709,12171,4670.9
8.00485,29837,4.85014
8.02307,12258,4623.07
8.02863,29835,28.6332
8.03916,12915,4539.16
8.10485,30563,4.85014
8.11092,30561,10.9222
8.15052,13048,4550.52
