Time(s),PacketUID,Delay(ms)
3.10542,80073,5.41893
3.20485,82370,4.85007
3.31511,85003,15.1064
3.40551,87232,5.50813
3.52425,89746,24.254
3.54079,87233,140.789
3.60485,92012,4.85007
3.7082,94178,8.19688
3.80485,96565,4.85007
3.91089,99241,10.8932
3.93662,92013,336.625
3.9834,94179,283.401
4.00739,101057,7.39252
4.00879,96566,208.79
4.02335,89747,523.348
4.03131,99242,131.305
4.03788,101058,37.8835
4.10485,102654,4.85007
4.10577,102655,5.77362
4.20485,104538,4.85007
4.26625,104539,66.2458
4.30485,106962,4.85007
4.35676,106963,56.7595
4.40485,108619,4.85007
4.4395,108620,39.4989
4.50485,109178,4.85007
4.50485,109179,4.85018
4.60485,111735,4.85007
4.64659,111736,46.5916
4.70523,114124,5.22753
4.70563,114125,5.63468
4.80485,116752,4.85007
4.87524,116753,75.2385
4.90621,118903,6.21421
4.96939,118904,69.3868
5.00485,121118,4.85007
5.03119,121119,31.1916
5.10485,123337,4.85007
5.19221,123338,92.2068
5.20485,125254,4.85007
5.20728,125255,7.27824
5.30485,127126,4.85007
5.36366,127127,63.6554
5.40673,129393,6.73088
5.41071,129392,10.7069
5.50499,132014,4.98805
5.60485,134307,4.85007
5.70485,136964,4.85007
5.80485,139273,4.85007
5.90485,140877,4.85007
5.92368,136965,223.676
5.9308,134308,330.796
5.93636,139274,136.361
5.9614,140878,61.3976
6.00485,142857,4.85007
6.10485,145468,4.85007
6.13979,142858,139.788
6.20539,147881,5.38857
6.30485,150165,4.85007
6.31903,147882,119.034
6.40485,152572,4.85007
6.50482,155177,4.82094
6.50659,155178,6.58657
6.60528,157548,5.28297
6.60543,157549,5.43295
6.70485,159064,4.85007
6.70485,159065,4.85018
6.80485,161509,4.85007
6.83732,161510,37.3217
6.91662,163435,16.618
6.91843,163436,18.4286
7.00485,165780,4.85007
7.03718,165781,37.1797
7.10591,168308,5.9139
7.20581,170986,5.81097
7.31321,173434,13.2095
7.40485,175899,4.85007
7.47141,175900,71.4143
7.50573,178124,5.73167
7.50573,178125,5.73182
7.6083,180755,8.30292
7.70956,182974,9.56268
7.77092,182975,70.9161
7.80485,184998,4.85007
7.80485,184999,4.85018
7.90485,185804,4.85007
7.90485,185805,4.85018
8.00485,186018,4.85007
8.00485,186019,4.85018
8.10485,188261,4.85007
8.20485,190669,4.85007
8.30565,192972,5.64865
8.40485,194902,4.85007
8.40485,194903,4.85018
8.50651,197429,6.51479
8.60485,199468,4.85007
8.70485,202043,4.85007
8.80485,203874,4.85007
8.85932,199469,259.316
8.90485,206071,4.85007
9.00485,208242,4.85007
9.10485,210715,4.85007
9.20485,213015,4.85007
9.30485,215230,4.85007
9.40503,217226,5.03112
9.42791,215231,127.907
9.44173,217227,41.7261
9.50914,219065,9.1367
9.51108,219066,11.0822
9.60485,221479,4.85007
9.6638,221480,63.8006
9.70485,223755,4.85007
9.70702,223756,7.02406
9.80485,226010,4.85007
9.91621,228323,16.2141
10.0049,230823,4.85007
10.0727,228324,172.681
10.1184,233175,18.4094
10.1901,230824,190.062
10.1953,233176,95.3461
10.2049,235079,4.85007
10.2049,235080,4.85018
10.3049,236946,4.85007
10.3049,236947,4.85018
10.4049,238877,4.85007
10.4049,238878,4.85018
10.5107,240949,10.7267
10.5136,240950,13.5565
10.6049,243453,4.85007
10.708,246025,7.97424
10.8049,248460,4.85007
10.8257,246026,125.747
10.9049,250616,4.85007
11.0049,252710,4.85007
11.0174,250617,117.368
11.0569,252711,56.9098
11.1049,254574,4.85007
11.1049,254575,4.85018
11.2049,255338,4.85007
11.2049,255339,4.85018
11.3049,257710,4.85007
11.4049,259969,4.85007
11.5049,262385,4.85007
11.603,262386,102.958
11.6049,264710,4.85007
11.6112,264711,11.1751
11.7055,266967,5.45693
11.8049,269128,4.85007
11.8061,266968,106.051
11.9049,271265,4.85007
11.9557,271266,55.7346
12.0049,272073,4.85007
12.0049,272074,4.85018
12.1054,274617,5.41588
12.2064,276622,6.41234
12.3049,279083,4.85007
12.3065,276623,106.487
12.4049,281480,4.85007
12.4067,279084,106.732
